TEXT	TIME
11月13日早盘选股，记录第137天	11-14
放假办法修改及2025年部分节假日安排六问来源：新华网摘要【放假办法修改及202	11-14
2024.11.12大盘指数实盘分析原创每日缠解大盘每日缠解大盘2024年11月	11-14
明天准备销户了，然后都要吐回去了，现在这个行情不是我们小散能玩的	11-14
这一波到3150看能不能稳住吧	11-14
永杉锂业控股权司法拍卖落槌，“杉杉系”风雨飘摇中的关键一战	11-14
早上看了一下交易，1号割肉出局的如果不割肉拿到现在盈利的比现在多……说明现在的市	11-14
每一个清晨，都是一个新的开始，一个充满希望和期待的开始。早上好呀！铁子们，点赞评	11-14
开振荡上扬的路径	11-14
股友们，不知道国外有木有像中国那样有这么多股神股评，股票专家？	11-14
市场情绪都给监管没了吧！游资都跑了吧？有本事你带动起来？涨几天你就监管？来来来咱	11-14
只要是联创都是大牛股，我就是在21年吃到了10倍股，联创股份！！$上证指数(SH	11-14
今天又轮到房产板块了，每天轮动真特么快	11-14
西昌切换到了和顺，趋势正在酝酿，看接下来的表现了，继续跟踪，	11-14
2024年11月13日连板数据，亏欠效应明显	11-14
盘前短语: 大盘短线运行在下行通道 今天别再创新低	11-14
周四继续大涨！顺势而为！	11-14
投资股是想要赚钱吗	11-14
避免蓝筹股，即使买了，赚了钱就立马跑，里面套牢盘太多了	11-14
大面积股票顶背离！跑！	11-13
美股将在三个月内下跌80%？	11-13
今天又暴跌	11-13
低开得太少了	11-13
他要说对了？相关机构禁止他入股市？	11-13
绿油油的一大片	11-13
热度到一定高度就必须要调下来，	11-13
又是绿油油的一天了	11-13
中信证券发文，明年将是史诗级大牛市。大家细品	11-13
今天剧本透露，早上会低开一点点，记住这是机会，然后收盘绝对冲上3500点。	11-13
今天大跌	11-13
应该是基本确定全线低开，至于怎么走你懂的！	11-13
早点逃命，现价跑，跑跑就帮到这里了	11-13
谁能拿把他嘴封上	11-13
炒股就是研究“量价时空”这四个字，不就是四个字嘛，简单吧？呵呵……阿，好难呀	11-13
好起来了	11-13
预判是汇率正面反击一次，目前果然开始小反击了，不过汇率要去7.22一下才行	11-13
低开高走机会是跌出来的只要资金热度还在就不怕	11-13
大家早上好，奋斗的一天开始了，大家一起加油！	11-13
跌出式来了。	11-13
继续跌	11-13
做空周期来了	11-13
大霄其实是好人，一直就是反话正说善意提醒呢	11-13
人民币升值开始了	11-13
一天回到解放前。胆战心惊。	11-13
大霄的预策和评论很多，婴儿底反弹底，遗憾的是我不会运用	11-13
做多美元，做空人民币汇率。就看国内机构游资主力咯	11-13
全球普跌，今天大盘估计会低开3400点附近，震荡止跌才能上涨！看看3400点，能	11-13
李老师预测的正好相反，十次九次不对	11-13
下周11月	11-13
今天不应看空，多留意有人气辨识度且超预期的个股做弱转强！	11-13
只要李神仙出来，就证明A股近期到顶了	11-13
股市不是涨就是跌，按说蒙对的几率有50%，他是怎么做到每次都蒙错的？	11-13
两个字:非银雄起	11-13
回踩3340	11-13
看到他就头疼	11-13
请放权给新的经济智囊团吧！让年轻人让新势力，大展拳脚吧！守旧拆东墙补西墙的方法过时了，只会越来越糟糕！	11-13
看反抽修复是减亏中减亏，不看什么红半边天哈！我说红半半天就几乎代表我70%-80	11-13
重大利好出海路演第一股国轩高科涨停板	11-13
大盘今天低开，盯着五分钟macd是同步下跌还是做背离，再看十五分钟是否金叉如果同	11-13
慢牛应该慢慢涨利好A股，天天看成交量就知道	11-13
大家看我前天11月11日发的帖子：	11-13
大部分人都能赚钱才是慢牛	11-13
耐心等待新主线和新龙头	11-13
今天3386不能跌破，本周必须守住3323，至于个股就看自己的命了！	11-13
套你十年	11-13
天快亮了，关于今天A股的行情，我再强调一遍，以防有人没看到。	11-13
怎么又出来了，每次他大喊牛市，散户亏的越多	11-13
3300稳了！	11-13
超级大利好，组合拳打的你头晕目眩！6 42 三箭齐发！十二万e只是开始，这次咱妈的决心不可动摇！波总喊一喊行情不停涨	11-13
资金驱动型牛市，见好就收，对于没有怎么涨过的股票，只要质地不差就继续持股。我在《	11-13
他就没说对过	11-13
黑色星期三来个	11-13
股市巨坑千千万你跳过哪一号的……股市上当千千万你上过那一当呀……有些人注定会受左	11-13
国家支持大A股走好。	11-13
耐心布局	11-13
猜了这多次，总会对一回	11-13
周三个股利好汇总！	11-13
上海爷叔说年底4360点是真的吗	11-13
没感受到牛市带给股民的福利。都是游资机构再炒作	11-13
拜托啦！你说熊市来了好不好！	11-13
大盘又要跌几天！！！！	11-13
一张图说明今天走势。	11-13
A股：情况发生重大变化，做好迎接变盘准备，周三大盘走势预判	11-13
3400保卫战，强势美元，人名币承压。	11-13
我感觉大跌要来了，如果再不减仓避开，有可能就来不及了！1、外围市场在绝对高位，很	11-13
牛真的来了	11-13
小A今天会不会暴跌呀，我瑟瑟发抖	11-13
这下真的要跌了，你不说话不跌	11-13
hao	11-13
牛结束了	11-13
开盘机构先跑，散户殿后，看谁跑的快	11-13
今天大概率会跌	11-13
今天3360点位看守住情况	11-13
大霄一唱多，赶紧跑就对了	11-13
不会开盘就跌1个点吧！	11-13
砸下去容易拉起来就难。	11-12
上午a50期指拉反弹就知道有诈，果然他们下午又都回到原地了，看来观望是对的！	11-12
这又怎么了？！走成这样，出啥妖蛾子了？！	11-12
上回主力流出一千亿是哪一天来着？	11-12
溜~来了	11-12
今天可能起不来了，还好昨天全部减半了，现在仓位不担心，顺其自然	11-12
今天真惨啊，我去电力里边躲一下	11-12
竟是些大家伙拉反弹，大盘指数也被带起来了，一旦大家伙回撤，那些没怎么反弹的瞬间熄	11-12
赚钱格局中砸盘谁不会，主力再砸我梭哈跟砸，看谁倒霉蛋是谁！	11-12
尾盘爆辣	11-12
本周后面三天如果还是阴跌，新一轮回踩又开始了，如果后面三天收阳还可以期待一下	11-12
请问这是什么慢牛？慢慢跌嘛	11-12
开始收割	11-12
调整已经是板上钉钉了？	11-12
OOOG	11-12
诱多！	11-12
融券量化又作	11-12
这轮只要是你不乱动，布局好都可以挣钱，我这波到目前挣了50万	11-12
半导体下午能不能把大盘拉起来？搞不懂为什么炒美国佬的特斯拉	11-12
3000点必到	11-12
要命的，绿了一天	11-12
希望不要用牛市来炒作	11-12
主力带不动你们啊	11-12
券商开始护盘了？	11-12
对中证A500感兴趣的话还是可以买拿着的，认购代码	11-12
这个星期看戏	11-12
好好的个市场一快的股票涨三，五快说高了，说暴炒了你们把好好的股票跌到一快咋不说太	11-12
量在缩，说明卖出的钱不再回来，大家快走……	11-12
开始涨	11-12
怎么跳水了？？？？？	11-12
比我时间都快轮动	11-12
下午大跌次日买。	11-12
从大盘指数来看一波是一鼓作气现在走两波走完是两开始衰弱期下一次三波反抽进入竭尽期	11-12
提倡买业绩差的股票，妖股，大蓝筹不能买，买就跌，啥估值都是假的	11-12
涨起来拼命买，跌起来拼命抛，造就了市场的暴涨暴跌，这市场能正常才怪呢。	11-12
该调整了！开启下降通道	11-12
这就是要搞死龙头的结果，没人玩了，你们自己玩吧！不给人一点希望，哪怕是不参与龙头	11-12
尾盘拉，下午要跌个大的，只限于个股，指数能拉回来	11-12
权重股带头砸	11-12
千万要有信心，关键时刻不能泄气。	11-12
5分钟3430附近	11-12
2600？？？	11-12
需要6周时间消化这1000点的疯牛	11-12
这个慢牛绝了！	11-12
就现在大盘这个量，除了满仓持有，我没有其他操作方式。两个账户都是满得，有股票有e	11-12
在这样要求慢涨成交量就琐了资金跑出去了	11-12
跌的奇奇怪怪的	11-12
机构们都是唱多做空	11-12
尾盘拉升翘尾行情	11-12
过了今年大家想穷都难啊～加油干吧～	11-12
每天都在保本的路上	11-12
牛市怕我以后熊市就空仓	11-12
资金大出货了	11-12
拉金融科技和房地产吧，快	11-12
熊市的开始	11-12
击穿30分钟3450看60分钟3420	11-12
这能成吗？资金就那么点，还去拉药，无语	11-12
医药好不容易涨一回，就被你这个标子养的带下来，CS	11-12
大家放平心态，收盘以后就会原因找到的	11-12
两点钟过后，可能会加速，盘中分时，每一次上翘，都是减仓的机会，不要报任何幻想，/	11-12
11月的涨跌节奏4	11-12
机构外资等主力资金今天已出逃1500亿啦，阶段性顶部已确立，跑跑跑，！！！	11-12
坚持看找这三只股票：光弘科技-华为手机最强到工厂；必创科技-科技创新，正在风口，	11-12
A股：盘面变化开始复杂了，机构有所行动了，是时候攻防兼备了！！	11-12
仅操作3天就跑赢大盘	11-12
来个百点跌幅	11-12
今天跌尾盘。	11-12
疯牛己遁，慢牛方出。A股有望，股民有幸。	11-12
韩国首尔计划大力发展空中交通2024年11月12日13:48来源：界面新闻摘要【	11-12
看来，券商股尾盘可能要搞一下了！史诗级大牛市需要呵护!	11-12
完蛋完蛋，赶紧跑	11-12
下午让你们看看空头的实力	11-12
一会跌一会涨	11-12
别管怎么样第二波的C总是会来的	11-12
沪指也需要补补钙虚了些	11-12
坚持就是胜利	11-12
2008年以来，美股连创新高，已经翻了好几倍了！A股呢，连创新低，现在还在山脚下	11-12
这就是牛市特征么？	11-12
现在这个走势很纠结不知道是要做顶还是另起一波	11-11
在A股都是牛市行情，大部分人能喝点汤。牛市一直是大家梦寐以求的盛宴。	11-11
短线回调，长线看涨	11-11
为什么医药股怎么弱	11-11
虽然很不想承认，但是T+0大概率马上公布了，今天深交所测试涨了6个点，如果不是t	11-11
周一大盘一定是低开后走强，原因很简单，妖股已经被监控，资金要从妖股里面出来转向别	11-11
隔夜市场回顾美股三大指数齐创历史新高，但是富时中国A50和纳斯达克中国金龙指数均	11-11
牛市来了，全民炒股时代来了，一定要记住，不是牛市就一定赚钱，当牛市结束后，很多人	11-11
一个字——淦！	11-11
两融18000亿，威武啊	11-11
老乡别走！	11-11
看样子还能磨两周心跳停止的那种走势	11-11
大涨收红	11-11
化债利好半导体？？	11-11
开盘定势，大盘今天安全了	11-11
怎么做，根据自己的个股	11-11
红了大盘，完了个股先拉下去的不好上，这不是人嘛	11-11
对中国芯片产业的发展机遇不容忽视，对下游芯片产业的产品不容忽视	11-11
中兴通讯，可以关注	11-11
提前练起来期货才是我致富主战场，上证指数升上五千点顶多收获十W。	11-11
强弩之末，风险大于收益，撤撤撤！	11-11
趋势没有改变，关注这些方向！	11-11
炒完北证炒科创，半导体芯片前排全是科创20厘米大长腿	11-11
